Author,Title,Genre,Pub_Year,Connective_Title,Connective_Author,Read,Own,Connective_year,year
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Touching the Edge,"McClure, Michael",0.0,0.0,,1999.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Jay Defeo: A Retrospective,"Miller, Dana",0.0,0.0,,2012.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,It's All True,"Connor, Bruce",0.0,0.0,,2016.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Alice Neel: People Come First,"Baum, Kelly and Randall Griffey",0.0,0.0,,2021.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,On the Road,"Kerouac, Jack",1.0,1.0,,1957.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Love and Death in the American Novel,"Fiedler, Leslie",0.0,0.0,,1965.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Naked Lunch,"Burroughs, William",0.0,0.0,,1962.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,A Season in Hell,"Rimbaud, Arthur",0.0,0.0,,2007.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Huckleberry Finn,"Twain, Mark",0.0,0.0,,2009.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Portrait and Dreams,"Berkson, Bill",0.0,0.0,,2009.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,The Lost Lunar Baedeker: Pomes of Mina Loy,"Loy, Mina",0.0,0.0,,1985.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Savage Dreams: A Journey into the Hidden Wars of the American West,"Solnit, Rebecca",0.0,0.0,,2014.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Secret Exhibition: Six California Artists of the Cold War Era,"Solnit, Rebecca",0.0,0.0,,1990.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Son of the Morning Star: Custer and Little Big Horn,"Connell, Evan S.",0.0,0.0,,1984.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,The Price of the Ticket,"Baldwin, James",0.0,0.0,,1948.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Wanderlust,"Solnit, Rebecca",0.0,0.0,,2000.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,A Field Guide to Getting Lost,"Solnit, Rebecca",1.0,1.0,,2005.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Embrace Fearlessly The Burning World,"Lopez, Barry",0.0,0.0,,2022.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,When Women Were Birds: Fifty-four Variations on Voice,"Williams, Terry Tempest",0.0,0.0,,2012.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,Men Explain Things to Me,"Solnit, Rebecca",1.0,1.0,,2014.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,A Pardaise Built in Hell,"Solnit, Rebecca",0.0,0.0,,1906.0
"Solnit, Rebecca",Recollections of My Nonexistence,Memior,2020,The Way It Is: New and Selected Poems,"Stafford, William",0.0,0.0,,1999.0
"Broder, Melissa",Death Valley,Novel,2023,*Fear and Trembling,"Kierkegaard, Søren",1.0,1.0,,1919.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Double,"Dostoyevsky, Fyodor",0.0,0.0,,2013.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Shock Doctrine,"Klein, Naomi",0.0,0.0,,2007.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,*The Left Hand of Darkness,"Le Guin, Ursula K.",1.0,0.0,,1969.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Synchronicity,"Jung, Carl",0.0,0.0,,1960.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Uncanny,"Freud, Sigmund",0.0,0.0,,2003.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Emilio Uranga's Analysis of Mexican Being,"Uranga, Emilio",0.0,0.0,,2010.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Operation Shylock: A Confession,"Roth, Philip",0.0,0.0,,1993.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Double,"Saramago, José",0.0,0.0,,2002.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,*Who's Afraid of Gender,"Butler, Judith",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Beauty Myth,"Wolf, Naomi",0.0,0.0,,1990.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,*The Fall of the House of Usher,"Poe, Edgar Allan",0.0,0.0,,1950.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,A Lot of People Are Saying,"Muirhead, Russell and Nancy L. Rosenblum",0.0,0.0,,2019.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Alice's Adventures in Wonderland,"Caroll, Lewis",0.0,0.0,,2008.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,White Teeth,"Smith, Zadie",0.0,0.0,,2000.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Hard Road to Renewall: Thatcherism and the Crisis of the Left,"Hall, Stewart",0.0,0.0,,1988.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,*Edgework,"Brown, Wendy",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"Status Update: Celebrity, Publicity, and Branding in the Social Media Age","Marwick, Alice",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Double: A psychanalytic Study,"Rank, Otto",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Dark Matters: On the Surveillance of Blackness,"Browne, Simone",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"Black Skin, White Masks","Fanon, Frantz",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Ralph Waldo Emerson: Essays and Journals,"Emerson, Ralph Waldo",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Twittering Machine,"Seymour, Richard",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Origins of Totalitarianism,"Arendt, Hannah",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Portable Hannah Arendt,"Arendt, Hannah",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Rossetti: A Cristical Essay on His Art,"Hueffer, Ford Maox",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Rock My Soul: Black People and Self-Esteem,"hooks, bell",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Feminist Theory: From Margin to Center,"hooks, bell",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,"Zuboff, Shoshana",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Essential Dr. Jekyll & Mr. Hyde: THe Definitive Annotated Edition of Robert Louis Stevenson's Classic Novel,"Stevenson, Robert Louis",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Viral Underclass: The Human Toll WHen Inequality and Disease Collide,"Thrasher, Steven W.",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"The Ghosts of One's Self: Doppelgangers in Mystery, Horror and Science Fiction Films","Meehan, Paul",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Paradise Lost,"Milton, John",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,*City of Quartz,"Davis, Mike",1.0,1.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,*Less than Nothing,"Žižek, Slavoj",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,*Freedom is a Constant Struggle,"Davis, Angela",1.0,1.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Invisible Armies: The Impact of Disease on American History,"Simpson, Howard",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Original Narratives of Early American History: Narratives of Early Carolina 1650-1708,"Salley, Alexander",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"Natural Causes: An Epidemic of Wellnes, the Certainty of Dying and Killing Ourselves to Live Longer","Ehrenreich, Barbara",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Her Body and Other Parties,"Machado, Carmen Maria",1.0,1.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Doppelgänger: Double Visions in German Literature,"Webber, Andrew J.",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Asperger's Children: The Origins of Autism in Nazi Vienna,"Sheffer, Edith",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Permiting the Destruction of LIfe Unworthy of Life: its Measure and Form,"Binding, Karl and Alfred Hoche",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Wealth of Nations,"Smith, Adam",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Capitalist Realism: Is There No Alternative,"Fisher, Mark",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,After the Fact? The Truth about Fake News,"Gilroy-Ware, Marcus",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Knew: How a Culture of Conspiracy Keeps America Complacent,"Kendzior, Sarah",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Second Body,"Hildyard, Daisy",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Illuminations: Essays and Reflections,"Benjamin, Walter",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Price of the Ticket,"Baldwin, James",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,La Vieja: A Journal of Fire,"Metzger, Deena",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Between the World and Me,"Coates, Ta-Nehisi",1.0,1.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Fourth World: An Indian Reality,"Manuel, George and Michael Posluns",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Fire Next Time,"Baldwin, James",1.0,1.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Culture and Imperialism,"Said, Edward",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Rescue,"Conrad, Joseph",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"The Descent of Man, and Selection in Relation to Sex","Darwin, Charles",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"""Exterminate All the Brutes"": One Man's Odyssey into the Heart of Darkness and the Origins of European Genocide","Lindqvist, Sven",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,KL: A History of the Nazi Concentration Camps,"Wachsmann, Nikolaus",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Negro and Jamaica,"Pim, Bedford",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Surgical Solution: A History of Involuntary Sterilization in the United States,"Reilly, Phillip",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Hitler's American Model: The United States adn the Making of Nazi Race Law,"Whitman, James Q.",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"The Conquest of Nature: Water, Landscape, and the Making of Modern Germany","Blackbourn, David",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The World and Africa: An Inquiry into the Part Which Africa Has Played in World History,"Du Bois, W.E.B.",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Discourse on Colonialism,"Césaire, Aimé",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"On Property: Policing, Prisons, and the Call for Abolition","Alcott, Rinaldo",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Proust Among the Nations: From Dreyfus to the Middle East,"Rose, Jacqueline",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Essays in Understanding: 1930-1945,"Arendt, Hannah",0.0,0.0,,1945.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Anti-Semite and Jew,"Sartre, Jean-Paul",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Things That I Do in the Dark: Selected Poetry,"Jordan, June",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Coming of the Third Reich,"Evans, Richard",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Letters of Rosa Luxemburg,"Luxemburg, Rosa",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Jewish Question: History of a Marxist Debate,"Traverso, Enzo",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Critique of Hegel's 'Philosophy of Right',"Marx, Karl",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Gesammelte Schriften,"Benjamin, Walter",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Best of I.F. Stone,"Stone, I.F.",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Underground to Palestine,"Stone, I.F.",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,In the Presence of Absence,"Darwish, Mahmoud",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Pen and the Sword: Conversations with David Barsamian,"Said, Edward",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"Edward Said, A Legacy of Emancipation and Representation","Iskandar, Adel and Hakem Rustom",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Portnoy's Complaint,"Roth, Philip",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Conversations with James Baldwin,"Baldwin, James",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Sovereignty of Good,"Murdoch, Iris",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Psychological Roots of the Climate Crisis: Neoliberal Exceptionalism and the Culture of Uncare,"Weintrobe, Sally",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Socialsm or Barbarism: Selected Writings,"Luxemburg, Rosa",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,This Changes Everything,"Klein, Naomi",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Lean In,"Sandberg, Sheryl",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Ain't I a Woman,"hooks, bell",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"Women, Race, & Class","Davis, Angela",0.0,1.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Sister Outsider,"Lorde, Audre",1.0,1.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Vagina Monologues,V,0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Picture of Dorian Gray,"Wilde, Oscar",1.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,No Logo,"Klein, Naomi",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Nineteen Eighty-Four,"Orwell, George",1.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,*Health Communism,"Adler-Bolton, Beatrice",0.0,1.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"*Faith, Hope and Carnage","Cave, Nick and Seán O'Hagan",0.0,1.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Internet for the People,"Tarnoff, Ben",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,A Tale of Two Cities,"Dickens, Charles",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Ways of Escape,"Greene, Graham",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Professor of Desire,"Roth, Philip",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"Goodbye, Columbus","Roth, Philip",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Roth: The Biography,"Bailey, Blake",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Leaving a Doll's House,"Bloom, Claire",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"Women's Bodies, Women's Wisdom","Northrup, Christiane",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,"Our Bodies, Ourselves",Boston Women's Health Collective,0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Inflamed: Deep Medicine and the Anatomy of Justice,"Marya, Rupa and Raj Patel",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Siebenkäs,"Paul, Jean",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The End of Nature,"McKibben, Bill",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Beloved,"Morrison, Toni",1.0,1.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Poetry of Yehuda Amichai,"Amichai, Yehuda",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,Reconsidering Reparations,"Táíwò, Olúfęmi O.",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The City & The City,"Miéville, China",0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,You Have Not Yet Been Defeated,el-Fattah Alaa Abd,0.0,0.0,,2024.0
"Klein, Naomi",Doppelganger: A Trip into The Mirror World,Memior,2023,The Jewish Question,"Leon, Abraham",0.0,0.0,,2024.0
"Hunt, Laird",Zorrie,Novel,2021,A Simple Heart,"Falubert, Gustave",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Scattered: How Attention Deficit isorder Originates and What You Can Do About It,"Maté, Gabor",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,When the Body Says No: Exploring the Stress-Disease Connection,"Maté, Gabor",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,In the Real of Hungry Ghosts: Close Encounters with Addiction,"Maté, Gabor",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Hold On to Your Kids: Why Parents Need to Matter More Than Peers,"Maté, Gabor and Gordon Neufeld",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,The Twilight of American Culture,"Berman, Morris",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do About It Before It's Too Late,"Hartman, Thom",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Multiple Chronic Conditions in the United States,"Buttorff, Christine",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Trauma and Memory: Brain and Body in Search for the Living Past,"Levine, Peter",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Separation: Anxiety and Anger,"Bowlby, John",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","van der Kolk, Bessel",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Healing Trauma Study Guide,"Levine, Peter",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,The Trauma of Everyday Life,"Epstein, Mark",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Educated: A Memior,"Westover, Tara",1.0,1.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,The Courage to Create,"May, Rollo",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Shame: The Power of Caring,"Kaufman, Gershen",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Dhammapada: The Sayings of the Buddha,"Cleary, Thomas",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Time,"Hoffman, Eva",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Molecules of Emotion: Why  You Feel the Way You Feel,"Pert, Candace",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Pocket Guide to Interpersonal Neurobiology: An Integrative Handbook of the Mind,"Siegel, Daniel",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,"Buddha MInd, Buddha body","Hahn, Thich Nhat",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Illness as Metapohr and AIDS and Its Metaphors,"Sontag, Susan",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Susan Sontag: The Complete Rolling Stone Interview,"Cott, Jonathon",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,No Contest: The Case Against Competition,"Kohn, Alfie",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,The Western Illusion of Human Nature,"Sahlins, Marshal",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,"Columbus and Other Cannibals: The Wétiko Disease of Exploitation, Imperialism and Terrorism","Forbes, Jack D.",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,"Biology of Freedom: Neural Plasticity, Experience, and the Unconscious","Ansermet, François and Pierre Magistretti",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,The Continuum Concept: In Search of Happiness Lost,"Liedloff, Jean",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,The World Unit Yesterday: What We Can Learn from Traditional Societies,"Diamond, Jared",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,The Age of Empathy: Nature's Lessons for a Kinder Society,"de Waal, Frans",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,"Descartes; Error: Emotion, Reason and the Human Brain","Damasio, Antonio R.",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,The Development of the Unconsciuos Mind,"Schore, Allan",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Child Honouring: How to Turn This World Around,"Cavoukian, Raffi",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Born For Love: Why Empathy is Essential--and Endagered,"Szalavitz, Maia and Bruce D. Perry",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,The Archaeology of Mind: Neuroeveolutionary Origins of Human Emotions,"Panksepp, Jaak and Lucy Biven",0.0,0.0,,2024.0
"Maté, Gabor and Daniel Maté","The Myth of Normal: Trauma, Illness & Healing in a Toxic Culture",Health,2022,Pre-Parenting,"Verny, Thomas",0.0,0.0,,2024.0
